524544,1,19.31681382,16.75084186,21.55337379,9.539148434331182
452736,4,19.9995392,17.19610027,25.48869551,11.620480014056929
483151-1,1,14.69050823,15.82054045,15.56653719,7.917528005243069
451333-2-AIS,2,14.24402824,15.14058692,16.45024313,7.892134480307496
486246,3,17.098752,19.4701824,11.6886,8.347757447531352
481274,4,32.96346353,35.26836706,31.51685039,17.63527669089365
574708,4,30.40048729,29.70751657,35.85237478,17.048726790484835
471164,3,20.85245747,18.32487731,17.62214269,9.406184903287052
465305,4,26.71117671,25.99431104,25.8909585,14.11638065290514
515316,2,16.83433123,17.75194417,17.27867868,8.710015039744036
480214,3,16.70695161,16.94614002,19.55574869,8.911998386499214
606213,4,36.11428395,29.17833716,38.67491166,18.43096602558458
534091,4,56.08603636,47.46244364,43.11944806,25.533326295909646
612850,4,17.74436452,20.01402991,18.23678704,10.385488909883424
612999,4,23.33840744,24.42342954,20.26368663,12.398755872580272
507166,4,30.50445501,34.05821195,22.86308805,15.761814092934845
600144,3,23.25045848,18.62589352,21.80781623,10.365901076133259
614040-3-MIA,3,16.55202833,18.91658702,16.32132693,8.714431201452326
478521,3,25.57466713,20.19051965,26.46318222,11.567381952159623
494024,2,12.39740544,14.95769856,13.95782659,7.277300133032435
496360,4,42.32128917,36.71084011,38.64256847,20.619870474640578
617940,4,43.69258543,35.3843348,34.31699766,19.991859736749767
603676,4,32.58789647,45.06232471,45.80680119,21.763742882331652
586167,3,19.0227329,20.91700192,22.35109466,10.15703993005451
574516,3,15.78629771,17.78110446,14.00988108,8.150848033996624
569363-2-MIA,3,23.9551565,30.60666117,34.26719636,13.905328079522386
493497,3,21.59549801,31.02754614,25.74309194,12.460713279073342
597516-1,4,29.50058667,27.39990756,32.75012888,15.985651271032845
529110,4,44.00196267,44.54540326,45.51779065,23.301689383264854
621332,4,17.75812873,24.76777779,27.4848007,12.870863984766688
451516,4,24.56828928,30.33388032,24.74871,14.356549440102198
489809,2,20.28504723,17.53168096,20.51403764,9.614785625945517
574870-1-AIS,2,12.9728007,12.83188211,16.8780815,7.4992950128172104
620048-2-AIS,2,15.83010278,15.01832678,17.7478105,8.27653357909864
534910-1,1,32.9504,27.23062272,16.94274454,12.519034240435612
597144-2,2,28.51404387,30.86055226,32.88356017,14.27110335452203
515503,4,26.07671808,36.5159424,26.55253696,16.054113230121118
459177,4,31.38279849,23.23191306,26.59759617,14.650476487908934
574168,2,19.34262664,21.13539614,19.01224732,9.763467094089897
606320-2,2,22.09539248,23.4960435,18.29395098,10.40395320220016
452272,4,23.31844608,19.28260608,24.29553,12.230196922362428
500079,3,22.26785948,23.63790077,25.94408757,11.469775030755445
536335,4,32.74256812,34.73762579,42.68385565,19.46630294306499
549693-1,1,34.89649116,34.09578667,35.2558537,15.896057096262224
556722,2,12.866112,18.93079138,16.47880105,8.294821697058712
455637,3,18.98911274,23.47798961,19.46987929,10.13036901966131
529625,2,26.24490466,25.42885948,24.39581457,12.033562670188589
564833-2,2,27.22510336,19.86141696,19.76500533,10.876380910734545
465983,4,23.49163492,16.62829472,18.19273274,10.866170328077319
603889,4,53.36768907,47.46901394,50.33852217,26.16112374478869
550515,4,37.25042526,32.91971368,47.04397962,20.72998826052224
492799-1,3,14.4028416,15.9213824,12.7511861,7.5264995818680696
467560,4,35.33333558,34.11411537,35.22358575,18.434650506809003
557316,4,41.30252079,56.24356056,48.9719135,25.54993519406807
567603-2,2,11.93546152,9.969792,11.76237768,6.226355263217715
451050,4,33.9934446,29.85546862,35.00068964,17.505911769947517
616666,4,25.86255655,24.01519793,26.40696075,13.742577750868294
514884,3,20.27440128,23.00931584,17.71883101,10.009002504094152
497402,1,19.5401439,15.5837707,16.43383209,8.700738815011741
548806,4,25.68103822,25.51810844,28.95129731,14.395655497980608
619701-2-MIA,3,17.6519612,16.62227483,16.04290251,8.501433561806415
468021,3,22.07344132,18.55952185,24.37668764,10.565799594232763
575734,3,34.433952,49.579152,40.04780162,18.806110434052393
588433-2,2,18.77987012,14.90401129,17.38095465,8.629558505710595
524617,1,14.40566812,20.23081148,14.00540577,8.368129542135538
534320,1,13.94543071,15.29417084,14.47036851,7.593932438749585
509412,4,29.98460698,23.11238825,29.79428043,14.917740549529176
605998,4,26.31177116,30.94725507,25.70185231,14.886955978838385
489081,2,13.10908032,13.91733504,18.51423504,7.917079329333836
565242,4,58.24764878,70.94484293,49.5048367,31.01092108424363
451466,4,31.07164264,35.16149604,28.68582976,16.873795585383284
523140,3,18.83232503,17.44725914,22.54452038,9.711511055231654
573866,3,12.14597976,11.29743935,10.95894299,6.317165244053478
591147,4,17.67702952,15.3740747,21.79134999,10.277213665229489
588413-2,2,9.9524864,11.3850624,17.16654064,7.029078918263963
510093,4,58.8639744,70.2496256,60.06675252,32.52792709287453
532206,3,20.81702107,23.45123371,29.1920536,11.773187471842373
557621,3,18.74286457,21.30317775,21.6080142,10.067800815151031
493808,3,23.36800306,23.59243214,27.10319816,11.778081005183259
593087,3,16.99454204,15.80889825,16.19487362,8.318147898187764
459868-1,1,29.95542744,32.75420562,37.9350923,15.467190101036147
548902,4,36.6025121,33.71299257,27.56495931,17.415882178532506
498207,4,43.9640212,53.2194853,33.3927091,23.09303050894929
453524,1,14.82507983,15.04064272,14.08713849,7.625244283674208
593937,4,36.07552,38.51668211,36.929356,19.573620074990533
541050,2,11.60756487,13.61377394,10.35468086,6.504871971254414
533974,3,33.13238425,27.93485095,31.91404346,14.381655848554175
468851,4,30.33743602,37.75001751,103.3515054,33.83416922546347
606231,3,17.27596138,11.44701793,11.32795765,7.205157240818072
582445,2,12.22514939,14.33313698,14.14925326,7.191451736398219
487823,3,25.05961368,22.40623304,28.91132849,12.128609208755396
579032,4,19.78341517,18.54558455,26.5274574,11.980504131537575
541511,1,18.02117381,18.87910808,20.18617803,9.433234589098245
530378-1,1,17.55914186,24.49319673,15.45912041,9.641332930588826
593335,4,17.19500551,21.02229996,26.92522046,12.06914284973913
521763,4,34.78362607,33.98658876,41.3410814,19.406605650654956
465623,4,31.31620703,45.26963827,30.53509873,19.15406511165249
575314,3,20.74466253,16.13950284,17.72212357,9.125570299740287
466736,3,21.05250271,23.13665652,21.05218068,10.55254863565564
478001,4,28.13232505,36.92492942,25.85810907,16.34035178966936
558606,4,26.09798942,30.22627146,31.17395637,15.630349856394455
580656,4,42.33047256,42.11543256,35.0087895,20.952392663709976
516367,2,12.80485004,12.21323869,13.82240896,6.928565954129012
535245,4,17.44732827,29.79022831,25.07689269,13.338548327299028
603688,4,23.18698818,25.54053003,27.57536912,13.76671565343319
532310,3,24.38571275,23.27198229,23.50891004,11.358281229746863
554649,4,41.432064,54.0724224,32.35974,22.729825018233818
449814,1,24.45189201,26.68322989,25.85913379,12.162574742709035
583143,2,19.16645628,15.56589133,20.2025177,9.173739428834736
482386,4,31.35609344,40.8106496,34.37520054,18.850663752541465
498982,4,25.72442439,25.42025443,26.2694619,13.92054380975334
456355,4,30.94680253,24.82124665,34.70895132,16.218400870374573
502415,3,33.0921984,28.96892928,31.90984354,14.504494957915172
486687-3,1,11.95420295,16.30119074,10.391493,6.993926847013811
548510,4,20.44167775,17.03474173,20.20609855,10.683361371375732
526205,2,13.08731756,13.1708912,15.23787427,7.300564095165542
595727,2,26.2864896,31.19904256,20.16081842,12.406121976724151
562292,1,12.71273788,12.34266353,17.78689527,7.558783216994212
594913,4,45.94002824,30.10902588,44.57816607,21.388969111100387
582121-1,1,21.52454024,25.19946541,20.03269066,10.794796658967352
473681-2,2,14.81656615,16.05462277,13.944504,7.7515897230891095
596613-1,1,20.69300439,21.91023484,21.47785546,10.386692004069888
490622,4,23.80667759,26.3223911,26.77053082,13.850635651106963
612383,4,29.45524185,27.37922363,24.57359147,14.617232854730448
577109,4,10.91862785,11.61477763,12.40427525,6.894049055067744
567738-2,2,9.458610746,10.21354111,8.670316797,5.489989158041514
576238,2,25.75096113,21.02820428,27.24932279,11.80734570256144
509028,4,18.58042247,20.8292818,23.72729066,11.607627228386702
563097,4,29.75638215,31.19324033,28.79181791,15.968563448770217
552317,4,22.64324808,36.85016041,39.67400814,17.933343238588268
515018-1-MIA,3,12.16374083,14.80091906,10.93900924,6.835149624876117
529109,4,38.08220554,44.99160615,44.90111699,22.351979406110015
604336,4,34.86060499,42.88141828,35.70987727,19.971218828774976
569341-3-IA,4,18.67844482,21.3236264,22.00734622,11.393407506319337
549823,4,25.03337768,22.53379368,25.39461427,13.198657873878911
497383-2,2,14.48444928,14.42932736,12.07864684,7.235672930441276
587724,3,12.01056444,15.24194122,20.872741,8.365134350829553
537068,4,28.77719165,33.97756733,32.21373824,16.862507480047455
593439,4,48.15016473,46.59679095,50.25182368,25.12139359137253
548286,1,14.41053427,14.53753534,13.47516501,7.416322458496369
604580,2,25.56390275,28.89822907,26.68731808,12.740399583730852
540690,2,20.27820032,19.1308544,17.62838259,9.430676384796929
553951,4,25.28058157,29.66587826,29.68448648,15.152032540477705
492790,4,25.22145356,30.2367571,26.32964479,14.685637095920558
605779,3,17.94223373,24.03407307,20.17840783,10.18262114214094
602062,4,36.46329018,60.39235491,59.02727065,27.48125790038267
467926-2,2,10.74709148,11.72408765,10.83265723,6.165606035575277
467962,1,12.92488671,13.15776,12.80263674,6.92803934724915
605189,4,29.5203974,35.23342884,24.48301674,16.037106970348987
572161,4,22.19545459,31.87106652,20.05438458,13.636904089463087
587565,2,14.22207723,15.40723823,14.68245401,7.675455938575281
503375,4,23.60130477,22.95708077,25.65268102,13.071465933260626
503549,4,18.52371763,21.86575462,19.81536833,11.093285485930377
487456,4,23.30721792,29.91374848,23.56660274,13.905854184251172
457459,4,36.74697802,29.6735827,40.12397493,18.87480625534507
523802,4,44.08904348,49.66927304,49.22374161,24.8093320630657
588413-1,1,21.266048,21.7939968,27.66767751,11.369279383209209
592430,4,35.45646959,34.84506888,61.90967911,23.871967870226676
472022,3,16.48381952,18.42875597,16.52812234,8.659998469367876
599184,4,38.09362286,38.69677714,43.25924562,21.01182781485581
588000,4,36.08409212,32.23210667,25.44734094,16.7793440018304
567738-1,2,19.16629889,18.80998779,17.56050935,9.217343356582195
495843,2,23.95145807,19.9277568,22.48179801,10.72269716826629
562183-2,2,9.542189452,8.507021702,9.729400333,5.410414418594086
591541,3,28.13134218,32.72986238,29.94853774,14.075371958328256
450541,4,30.40032228,34.5550381,33.54721498,17.434799424661133
566516,4,22.56684606,20.17550352,17.88292778,11.184339599446316
614096,3,15.06341521,16.7552,12.074727,7.667176105879396
624256,4,24.20169309,16.14404655,21.23152975,11.430203529803329
545040,4,31.41882039,31.00985925,33.67981267,17.025409652640644
493241-1,1,32.91777803,29.70989611,31.96766516,14.582229297804203
525376,2,36.70627902,29.50594654,32.89592634,15.243301832011516
591093,3,20.94045964,28.2674085,33.41543088,13.12211494166235
566483,3,14.52423168,14.66203648,12.21121942,7.291155590417413
525025,3,10.28979109,11.38128431,16.08988234,6.875984681991965
583806,2,14.025216,14.45673984,11.52801155,7.107643295122204
568206,4,21.242496,26.27968985,25.2999088,13.20757068863172
574870-2-MIA,3,22.35660137,22.6476378,20.85135543,10.633493308412596
537420,4,32.73680271,45.39530847,36.67766039,20.291929212116475
584753,3,16.97104896,12.66714624,12.8961,7.484756413989664
565086,4,39.0526976,36.7134208,43.04332592,20.816281229489284
544927,1,13.98226824,14.79414965,18.44940827,8.121075130715116
509294,2,20.98936544,19.25429188,14.62073245,9.200710552340475
460302,4,21.95504383,21.2639063,23.60323741,12.176296450421086
605364,3,19.98802824,23.20769506,21.96555695,10.549072530927116
580741,4,24.51375279,26.48973146,21.90870794,13.209847467956987
593361,4,30.85505422,34.83993126,37.35144864,18.215147412608044
486341-1,3,30.9172224,29.80614144,19.672695,12.817279703721841
605227,2,14.91388084,18.2133352,14.29916064,8.137764220206193
532320,4,48.76243416,72.47240629,50.8986124,30.094940556359433
496285,4,33.0310656,37.90848,20.308491,16.65293258288162
530726,4,25.68783457,27.24992324,26.94190017,14.331847430981304
541787,3,32.4826988,36.5989012,24.65339008,14.613066564088992
570696-3-AAH,1,10.84284947,13.01143251,12.33797484,6.572234594103522
579699,3,20.86914844,19.49792711,22.80993514,10.278240019233213
542732,4,46.1515264,39.3591296,47.87495231,23.26234771369358
618707,3,31.13940341,25.87206251,26.39180506,13.076511879641263
475867,1,18.44850068,18.18826192,19.42886119,9.287765020954936
606320-1,1,34.96738804,36.76306949,45.44170756,17.777512497232884
476738,4,20.4288,23.16354498,20.4434135,11.723411316987303
512880,2,16.83710412,13.55482691,14.13464351,7.729909507253248
583364-2,2,19.75870368,26.52317371,18.63630749,10.613751488152072
543157,4,36.94866506,58.97374843,37.82784033,23.81754913012025
605163,4,28.43536859,18.30511974,25.99079676,13.333343727200349
483151-4,4,17.20888873,23.61037935,18.28436828,10.985805620001107
576653,4,45.53845559,36.60520024,26.206403,19.465804106963756
589025,4,40.85264231,48.38245072,51.45524596,24.501321695857687
597018-2,2,17.51878113,12.0737584,11.26439465,7.313542494765878
579220,4,34.10663424,32.1040384,27.03075862,16.610710383369927
561874,3,23.98184498,16.20482518,23.13009504,10.396861229095512
584675,4,25.50888369,28.42533415,24.52190237,14.11794008475623
475958,4,29.00193069,32.38701409,25.35963776,15.535485041027739
542928,4,34.88877115,33.59030557,35.69883381,18.356234639350564
588043,2,16.44548995,18.12064572,16.69483278,8.632040426460847
516493-1-MIA,3,13.17090216,16.4668816,15.70093521,7.8399750367891095
456422,4,37.6685568,25.96704768,30.85303451,16.927058940099204
569263,1,21.49140202,18.15880019,19.95049209,9.788778390316365
599352,4,28.51609112,37.31910801,37.59338336,18.35433749046124
611026-1,1,14.07169536,12.72158208,10.82218265,6.782567329497166
485438,4,29.36854722,36.07995834,32.91060897,17.44420626559406
536445,3,18.31704747,20.71552,16.02836049,9.187742329750488
455850,4,28.01814702,27.97247275,28.80798559,15.143351696528887
603207,2,20.68501029,20.97882514,25.78053042,10.895455705076944
